1;Республика Адыгея, регион Адыгея,  Адыгея, регион один
2;Республика Башкортостан, регион Башкортостан,  Башкортостан, регион два
3;Республика Бурятия, регион Бурятия,  Бурятия, регион три
4;Республика Алтай, регион Алтай,  Алтай, регион четыре
5;Республика Дагестан, регион Дагестан,  Дагестан, регион пять
6;Республика Ингушетия, регион Ингушетия,  Ингушетия, регион шесть
7;Кабардино-Балкарская Республика, регион Кабардино-Балкарская Республика, регион Кабардино-Балкария, Кабардино-Балкария, регион семь
8;Республика Калмыкия, регион Калмыкия,  Калмыкия, регион восемь
9;Республика Карачаево-Черкессия, регион Карачаево-Черкессия,  Карачаево-Черкессия, регион девять
10;Республика Карелия, регион Карелия,  Карелия, регион десять
12;Республика Марий Эл, регион Марий Эл,  Марий Эл, регион двенадцать
13;Республика Мордовия, регион Мордовия,  Мордовия, регион тринадцать
14;Республика Саха (Якутия), регион Саха (Якутия),  Саха (Якутия), регион четырнадцать
15;Республика Северная Осетия-Алания, регион Северная Осетия-Алания,  Северная Осетия-Алания, регион пятнадцать
16;Республика Татарстан, регион Татарстан,  Татарстан, регион шестнадцать
17;Республика Тыва (Тува), регион Тыва, регион Тува, Тыва, Тува, регион семнадцать
18;Удмуртская Республика, регион Удмуртская Республика, регион Удмуртия, Удмуртия, регион восемнадцать
19;Республика Хакасия, регион Хакасия,  Хакасия, регион девятнадцать
20;Чеченская Республика, регион Чеченская Республика, регион Чечня, Чечня, регион двадцать
21;Чувашская Республика, регион Чувашская Республика, регион Чувашия, Чувашия, регион двадцать один
22;Алтайский край, регион Алтайский край, регион двадцать два
23;Краснодарский край, регион Краснодарский край, регион двадцать три
24;Красноярский край, регион Красноярский край, регион двадцать четыре
25;Приморский край, регион Приморский край, регион двадцать пять
26;Ставропольский край, регион Ставропольский край, регион двадцать шесть
27;Хабаровский край, регион Хабаровский край, регион двадцать семь
28;Амурская область, регион Амурская область, регион двадцать восемь
29;Архангельская область, регион Архангельская область, регион двадцать девять
30;Астраханская область, регион Астраханская область, регион тридцать
31;Белгородская область, регион Белгородская область, регион тридцать один
32;Брянская область, регион Брянская область, регион тридцать два
33;Владимирская область, регион Владимирская область, регион тридцать три
34;Волгоградская область, регион Волгоградская область, регион тридцать четыре
35;Вологодская область, регион Вологодская область, регион тридцать пять
36;Воронежская область, регион Воронежская область, регион тридцать шесть
37;Ивановская область, регион Ивановская область, регион тридцать семь
38;Иркутская область, регион Иркутская область, регион тридцать восемь
39;Калиниградская область, регион Калиниградская область, регион тридцать девять
40;Калужская область, регион Калужская область, регион сорок
41;Камчатская область, регион Камчатская область, регион сорок один
42;Кемеровская область, регион Кемеровская область, регион сорок два
43;Кировская область, регион Кировская область, регион сорок три
44;Костромская область, регион Костромская область, регион сорок четыре
45;Курганская область, регион Курганская область, регион сорок пять
46;Курская область, регион Курская область, регион сорок шесть
47;Ленинградская область, регион Ленинградская область, регион сорок семь
48;Липецкая область, регион Липецкая область, регион сорок восемь
49;Магаданская область, регион Магаданская область, регион сорок девять
50;Московская область, регион Московская область, регион пятьдесят
51;Мурманская область, регион Мурманская область, регион пятьдесят один
52;Нижегородская область, регион Нижегородская область, регион пятьдесят два
53;Новгородская область, регион Новгородская область, регион пятьдесят три
54;Новосибирская область, регион Новосибирская область, регион пятьдесят четыре
55;Омская область, регион Омская область, регион пятьдесят пять
56;Оренбургская область, регион Оренбургская область, регион пятьдесят шесть
57;Орловская область, регион Орловская область, регион пятьдесят семь
58;Пензенская область, регион Пензенская область, регион пятьдесят восемь
59;Пермская область, регион Пермская область, регион пятьдесят девять
60;Псковская область, регион Псковская область, регион шестьдесят
61;Ростовская область, регион Ростовская область, регион шестьдесят один
62;Рязанская область, регион Рязанская область, регион шестьдесят два
63;Самарская область, регион Самарская область, регион шестьдесят три
64;Саратовская область, регион Саратовская область, регион шестьдесят четыре
65;Сахалинская область, регион Сахалинская область, регион шестьдесят пять
66;Свердловская область, регион Свердловская область, регион шестьдесят шесть
67;Смоленская область, регион Смоленская область, регион шестьдесят семь
68;Тамбовская область, регион Тамбовская область, регион шестьдесят восемь
69;Тверская область, регион Тверская область, регион шестьдесят девять
70;Томская область, регион Томская область, регион семьдесят
71;Тульская область, регион Тульская область, регион семьдесят один
72;Тюменская область, регион Тюменская область, регион семьдесят два
73;Ульяновская область, регион Ульяновская область, регион семьдесят три
74;Челябинская область, регион Челябинская область, регион семьдесят четыре
75;Читинская область, регион Читинская область, регион семьдесят пять
76;Ярославская область, регион Ярославская область, регион семьдесят шесть
77;город Москва, регион Москва,  Москва, регион семьдесят семь
78;город Санкт-Петербург, регион Санкт-Петербург, Петербург, регион семьдесят восемь
79;Еврейская автономная область, регион Еврейская автономная область, регион семьдесят девять
80;Агинский Бурятский автономный округ, регион Агинский Бурятский автономный округ, регион восемьдесят
81;Коми-Пермяцкий автономный округ, регион Коми-Пермяцкий автономный округ, регион восемьдесят один
82;Крым, регион Крым, регион восемьдесят два
83;Ненецкий автономный округ, регион Ненецкий автономный округ, регион восемьдесят три
84;Таймырский (Долгано-Ненецкий) автономный округ, регион Таймырский (Долгано-Ненецкий) автономный округ, регион восемьдесят четыре
85;Усть-Ордынский Бурятский автономный округ, регион Усть-Ордынский Бурятский автономный округ, регион восемьдесят пять
